Unnamed: 0,Organization Full Name,Organization Class,Responsible Party,Brief Title,Full Title,Overall Status_ph2,Start Date,Standard Age,Conditions,Primary Purpose,Interventions,Intervention Description,Study Type,Phases,Outcome Measure,Medical Subject Headings,Phases_clean,Interventions_clean,Overall Status_ph3,label_success
255340,"Boston VA Research Institute, Inc.",OTHER,PRINCIPAL_INVESTIGATOR,Safety and Efficacy Study of Single Weekly Bortezomib in Newly Diagnosed Multiple Myeloma,Phase II Study to Evaluate Efficacy and Safety of Single Weekly Administration of Bortezomib in Newly Diagnosed Multiple Myeloma,COMPLETED,2007-05,ADULT OLDER_ADULT,Multiple Myeloma,TREATMENT,Bortezomib,"Bortezomib will be administered at a dose of 1.6 mg/m2 IV push. Treatment will be administered once a week for four weeks followed by one week off. This 5 week period is considered a treatment cycle.

Dexamethasone will also be administered at a dose of 40mg on the day of and day after each dose of bortezomib, with a dose reduction to 20mg on the same schedule if the patient cannot tolerate the higher dose of dexamethasone.",INTERVENTIONAL,PHASE2,"Number of Participants at Each Response Category (Stable Disease, Minimal Response, Partial Response, Very Good Partial Response, Near Complete Response/Complete Resonse)","Multiple Myeloma Neoplasms, Plasma Cell",PHASE2,bortezomib,COMPLETED,1
255340,"Boston VA Research Institute, Inc.",OTHER,PRINCIPAL_INVESTIGATOR,Safety and Efficacy Study of Single Weekly Bortezomib in Newly Diagnosed Multiple Myeloma,Phase II Study to Evaluate Efficacy and Safety of Single Weekly Administration of Bortezomib in Newly Diagnosed Multiple Myeloma,COMPLETED,2007-05,ADULT OLDER_ADULT,Multiple Myeloma,TREATMENT,Bortezomib,"Bortezomib will be administered at a dose of 1.6 mg/m2 IV push. Treatment will be administered once a week for four weeks followed by one week off. This 5 week period is considered a treatment cycle.

Dexamethasone will also be administered at a dose of 40mg on the day of and day after each dose of bortezomib, with a dose reduction to 20mg on the same schedule if the patient cannot tolerate the higher dose of dexamethasone.",INTERVENTIONAL,PHASE2,"Number of Participants at Each Response Category (Stable Disease, Minimal Response, Partial Response, Very Good Partial Response, Near Complete Response/Complete Resonse)","Multiple Myeloma Neoplasms, Plasma Cell",PHASE2,bortezomib,COMPLETED,1
255340,"Boston VA Research Institute, Inc.",OTHER,PRINCIPAL_INVESTIGATOR,Safety and Efficacy Study of Single Weekly Bortezomib in Newly Diagnosed Multiple Myeloma,Phase II Study to Evaluate Efficacy and Safety of Single Weekly Administration of Bortezomib in Newly Diagnosed Multiple Myeloma,COMPLETED,2007-05,ADULT OLDER_ADULT,Multiple Myeloma,TREATMENT,Bortezomib,"Bortezomib will be administered at a dose of 1.6 mg/m2 IV push. Treatment will be administered once a week for four weeks followed by one week off. This 5 week period is considered a treatment cycle.

Dexamethasone will also be administered at a dose of 40mg on the day of and day after each dose of bortezomib, with a dose reduction to 20mg on the same schedule if the patient cannot tolerate the higher dose of dexamethasone.",INTERVENTIONAL,PHASE2,"Number of Participants at Each Response Category (Stable Disease, Minimal Response, Partial Response, Very Good Partial Response, Near Complete Response/Complete Resonse)","Multiple Myeloma Neoplasms, Plasma Cell",PHASE2,bortezomib,COMPLETED,1
255966,Seattle Institute for Biomedical and Clinical Research,OTHER,SPONSOR,Docetaxel and Carboplatin for Patients With mCRPC and DNA-Repair Deficiencies,"A Phase 2 Study of Docetaxel and Carboplatin for Treatment of Patients With Metastatic, Castration Resistant Prostate Cancer and Germline or Somatic DNA Repair Deficiency",TERMINATED,2016-11,ADULT OLDER_ADULT,"Hormone-Resistant Prostate Cancer, Metastatic Prostate Carcinoma, Recurrent Prostate Carcinoma, Stage IV Prostate Cancer",TREATMENT,"Carboplatin, Docetaxel","Chemotherapy, Chemotherapy",INTERVENTIONAL,PHASE2,Percentage of Patients Achieving >= 50% Reduction in PSA According to Prostate Cancer Working Group 3 (PCWG3) Criteria,Carcinoma Prostatic Neoplasms DNA Repair-Deficiency Disorders,PHASE2,"carboplatin, docetaxel",UNKNOWN,0
256058,Royal Marsden NHS Foundation Trust,OTHER,SPONSOR,WaKING: Wnt and checKpoint INhibition in Gastric Cancer,A Multicenter Phase II Non-randomised Trial Assessing the Efficacy of DKN-01 Plus Atezolizumab in Patients With Advanced Mismatch Repair Proficient Oesophagogastric Cancer,RECRUITING,2020-02-11,ADULT OLDER_ADULT,"Metastatic Esophageal Cancer, Metastatic Gastric Cancer",TREATMENT,Atezolizumab,Immunotherapy,INTERVENTIONAL,"PHASE1, PHASE2",Safety run-in phase: To recommend a safe and tolerable dose of combination DKN-01 and atezolizumab for use in the main (Phase IIB efficacy) phase of this trial. Main phase IIB (efficacy) phase: Best objective response rate (ORR) using RECIST 1.1 criteria,Stomach Neoplasms,"PHASE1, PHASE2",atezolizumab,RECRUITING,0
256058,Royal Marsden NHS Foundation Trust,OTHER,SPONSOR,WaKING: Wnt and checKpoint INhibition in Gastric Cancer,A Multicenter Phase II Non-randomised Trial Assessing the Efficacy of DKN-01 Plus Atezolizumab in Patients With Advanced Mismatch Repair Proficient Oesophagogastric Cancer,RECRUITING,2020-02-11,ADULT OLDER_ADULT,"Metastatic Esophageal Cancer, Metastatic Gastric Cancer",TREATMENT,Atezolizumab,Immunotherapy,INTERVENTIONAL,"PHASE1, PHASE2",Safety run-in phase: To recommend a safe and tolerable dose of combination DKN-01 and atezolizumab for use in the main (Phase IIB efficacy) phase of this trial. Main phase IIB (efficacy) phase: Best objective response rate (ORR) using RECIST 1.1 criteria,Stomach Neoplasms,"PHASE1, PHASE2",atezolizumab,RECRUITING,0
256058,Royal Marsden NHS Foundation Trust,OTHER,SPONSOR,WaKING: Wnt and checKpoint INhibition in Gastric Cancer,A Multicenter Phase II Non-randomised Trial Assessing the Efficacy of DKN-01 Plus Atezolizumab in Patients With Advanced Mismatch Repair Proficient Oesophagogastric Cancer,RECRUITING,2020-02-11,ADULT OLDER_ADULT,"Metastatic Esophageal Cancer, Metastatic Gastric Cancer",TREATMENT,Atezolizumab,Immunotherapy,INTERVENTIONAL,"PHASE1, PHASE2",Safety run-in phase: To recommend a safe and tolerable dose of combination DKN-01 and atezolizumab for use in the main (Phase IIB efficacy) phase of this trial. Main phase IIB (efficacy) phase: Best objective response rate (ORR) using RECIST 1.1 criteria,Stomach Neoplasms,"PHASE1, PHASE2",atezolizumab,COMPLETED,1
256058,Royal Marsden NHS Foundation Trust,OTHER,SPONSOR,WaKING: Wnt and checKpoint INhibition in Gastric Cancer,A Multicenter Phase II Non-randomised Trial Assessing the Efficacy of DKN-01 Plus Atezolizumab in Patients With Advanced Mismatch Repair Proficient Oesophagogastric Cancer,RECRUITING,2020-02-11,ADULT OLDER_ADULT,"Metastatic Esophageal Cancer, Metastatic Gastric Cancer",TREATMENT,Atezolizumab,Immunotherapy,INTERVENTIONAL,"PHASE1, PHASE2",Safety run-in phase: To recommend a safe and tolerable dose of combination DKN-01 and atezolizumab for use in the main (Phase IIB efficacy) phase of this trial. Main phase IIB (efficacy) phase: Best objective response rate (ORR) using RECIST 1.1 criteria,Stomach Neoplasms,"PHASE1, PHASE2",atezolizumab,COMPLETED,1
256389,"University of Alberta, Physical Education",OTHER,Unknown,Physical Activity Promotion in Breast Cancer Survivors,Physical Activity Promotion in Breast Cancer Survivors: A Population Based Randomized Controlled Trial,COMPLETED,2005-07,CHILD ADULT OLDER_ADULT,Breast Cancer,Unknown,"Pedometer, Exercise guidebook","Unknown, Unknown",INTERVENTIONAL,"PHASE2, PHASE3",Exercise behavior,Breast Neoplasms,"PHASE2, PHASE3","pedometer, exercise guidebook",COMPLETED,1
256439,Fudan University,OTHER,PRINCIPAL_INVESTIGATOR,Use of an Oxidized Regenerated Cellulose After Hepatic Surgery,The Randomized Clinical Trial of Surgicel® Absorbable Haemostat Covering the Raw Cut Surface During the Hepatectomy,UNKNOWN,2011-08,ADULT OLDER_ADULT,Liver Neoplasms,TREATMENT,Surgicel® absorbable Haemostat,The raw cut surface was covered with Surgicel® absorbable Haemostat or none but was dried by using fine sutures and an argon beam to achieve complete haemostasis.,INTERVENTIONAL,"PHASE2, PHASE3",the size of any subphrenic collection or pleural effusion,Liver Neoplasms,"PHASE2, PHASE3",surgicel® absorbable haemostat,UNKNOWN,0
256534,Baylor College of Medicine,OTHER,SPONSOR_INVESTIGATOR,Evaluation of Response to Abiraterone/Prednisone by Race/Ethnicity and Other Factors in Metastatic Hormone Naive Prostate Cancer,"Evaluation of Response to Abiraterone/Prednisone by Race/Ethnicity, PSA Decline and Genetic Variation in Proteins Involved in Androgen Metabolism in Metastatic Hormone Naive Prostate Cancer",RECRUITING,2019-05-23,ADULT OLDER_ADULT,"Prostate Cancer Metastatic, Prostate Cancer",TREATMENT,"Abiraterone Acetate, Prednisone","1000 mg orally daily until disease progression, 5 mg oral low dose prednisone, twice daily",INTERVENTIONAL,PHASE2,PSA Response Rate,Prostatic Neoplasms,PHASE2,"abiraterone acetate, prednisone",COMPLETED,1
256609,"Gritstone bio, Inc.",INDUSTRY,SPONSOR,A Study of a Patient-Specific Neoantigen Vaccine in Combination With Immune Checkpoint Blockade for Patients With Metastatic Colorectal Cancer,"A Phase 2/3, Randomized, Open-Label Study of Maintenance GRT-C901/GRT-R902, A Neoantigen Vaccine, in Combination With Immune Checkpoint Blockade for Patients With Metastatic Colorectal Cancer",ACTIVE_NOT_RECRUITING,2022-02-12,ADULT OLDER_ADULT,Colorectal Neoplasms,TREATMENT,"GRT-C901, GRT-R902, Atezolizumab, Ipilimumab, Fluoropyrimidine plus leucovorin, Bevacizumab","A patient-specific neoantigen cancer vaccine administered via intramuscular (IM) injection as prime and single boost at a dose of 1x10\^12 viral particles 2 times over the course of the first year., A patient-specific neoantigen cancer vaccine boost, administered via IM injection at a dose of 30ug 4 times over the course of the first year., Atezolizumab will be administered via intravenous (IV) infusion at a dose of 1680 mg once every 4 weeks., Ipilimumab will be administered via subcutaneous (SC) injection at a dose of 30 mg with the first dose of GRT-C901 and GRT-R902., Fluoropyrimidine (infusional 5-FU or capecitabine) and leucovorin administered as maintenance therapy per standard of care., Bevacizumab administered as maintenance therapy per standard of care.",INTERVENTIONAL,"PHASE2, PHASE3",Phase 2: Molecular response defined as ≥ 30% decrease from baseline in circulating tumor DNA (ctDNA) Phase 3: Progression-free survival per Immune-based Response Evaluation Criteria in Solid Tumors (iRECIST) as assessed by blinded independent review committee (IRC),Colorectal Neoplasms,"PHASE2, PHASE3","grt-c901, grt-r902, atezolizumab, ipilimumab, fluoropyrimidine plus leucovorin, bevacizumab",ACTIVE_NOT_RECRUITING,0
257232,Gynaecologisch Oncologisch Centrum Zuid,OTHER,PRINCIPAL_INVESTIGATOR,Signal TrAnsduction Pathway Activity Analysis in OVarian cancER,Signal TrAnsduction Pathway Activity Analysis in OVarian cancER,RECRUITING,2023-01-31,ADULT OLDER_ADULT,"Recurrent Ovarian Cancer, Signal Transduction Pathway Deregulation, Therapy-Associated Cancer",TREATMENT,"Letrozole Oral Product, Bicalutamide Oral Product, Everolimus Oral Product, Itraconazole Oral Product","Letrozole 2.5mg tablet - 2.5mg once dailty until progression of disease., Bicalutatmide 150mg tablet - 150mg once daily until progression of disease., Everolimus 10mg tablet - 10mg once daily until progression of disease., Itraconazole 100mg capsule - 300mg twice daily until progression of disease.",INTERVENTIONAL,"PHASE2, PHASE3",Progression free survival on matched targeted therapy determined by STP-activity (PFS2) in comparison to the PFS recorded on the therapy administered immediately prior to enrolment (PFS1).,"Ovarian Neoplasms Carcinoma, Ovarian Epithelial Neoplasms, Second Primary","PHASE2, PHASE3","letrozole oral product, bicalutamide oral product, everolimus oral product, itraconazole oral product",RECRUITING,0
257439,Nordic Society of Gynaecological Oncology - Clinical Trials Unit,OTHER,SPONSOR,A Phase II Study of Docetaxel and Carboplatin in Late Relapse of Ovarian Cancer,A Phase II Study of Docetaxel and Carboplatin as Second Line Chemotherapy in First Relapse of Platinum Sensitive Epithelial Ovarian Cancer,COMPLETED,2004-06,ADULT OLDER_ADULT,Ovarian Epithelial Cancer Recurrent,TREATMENT,"Carboplatin, Docetaxel","Carboplatin, AUC5, IV (in the vein) on day 1 of each 21 day cycle. Number of Cycles: 6 or until progression or unacceptable toxicity develops, 75 mg/m2, IV (in the vein) on day 1 of each 21 day cycle. Number of Cycles: 6 or until progression or unacceptable toxicity develops.",INTERVENTIONAL,PHASE2,Safety,"Ovarian Neoplasms Carcinoma, Ovarian Epithelial",PHASE2,"carboplatin, docetaxel",UNKNOWN,0
257771,Jules Bordet Institute,OTHER,SPONSOR,Pet Imaging as a Biomarker in Hormone Refractory postmenopausaL Women,Pet Imaging as a Biomarker of Everolimus Added Value in Hormone Refractory postmenopausaL Women,COMPLETED,2014-01-12,ADULT OLDER_ADULT,Breast Cancer,TREATMENT,"Everolimus, Exemestane","10mg orally daily, 25mg orally daily",INTERVENTIONAL,PHASE2,PFS based on RECIST criteria 1.1.,Breast Neoplasms,PHASE2,"everolimus, exemestane",COMPLETED,1
257988,Cantonal Hospital of St. Gallen,OTHER,SPONSOR_INVESTIGATOR,Carboplatin in Castration-resistant Prostate Cancer,Single Arm Open Label Phase II Pilot Study of Carboplatin in Patients With Metastatic Castrationresistant Prostate Cancer (CRPC) and PTEN Loss and/or DNA Repair Defects,TERMINATED,2015-02,ADULT OLDER_ADULT,Prostatic Neoplasm,TREATMENT,Carboplatin,Carboplatin will be administered weekly,INTERVENTIONAL,PHASE2,Response,Prostatic Neoplasms,PHASE2,carboplatin,COMPLETED,1
257988,Cantonal Hospital of St. Gallen,OTHER,SPONSOR_INVESTIGATOR,Carboplatin in Castration-resistant Prostate Cancer,Single Arm Open Label Phase II Pilot Study of Carboplatin in Patients With Metastatic Castrationresistant Prostate Cancer (CRPC) and PTEN Loss and/or DNA Repair Defects,TERMINATED,2015-02,ADULT OLDER_ADULT,Prostatic Neoplasm,TREATMENT,Carboplatin,Carboplatin will be administered weekly,INTERVENTIONAL,PHASE2,Response,Prostatic Neoplasms,PHASE2,carboplatin,UNKNOWN,0
258053,Sanofi,INDUSTRY,SPONSOR,EXIBIT: Oxaliplatin in Biliary Tract Cancer,A Multicentre Phase II Trial of Gemcitabine and Oxaliplatin (GEMOX) in Patients With Biliary Tract Cancer,COMPLETED,2003-04,ADULT OLDER_ADULT,Biliary Tract Neoplasms,TREATMENT,oxaliplatin,Unknown,INTERVENTIONAL,PHASE2,To evaluate response rate according to RECIST criteria,Biliary Tract Neoplasms,PHASE2,oxaliplatin,UNKNOWN,0
258541,Fox Chase Cancer Center,OTHER,Unknown,Cisplatin Plus Gemcitabine in Treating Patients With Advanced Squamous Cell Head and Neck Cancer,Phase II Evaluation of Weekly Cisplatin and Gemcitabine in the Treatment of Advanced (Recurrent or Metastatic) Carcinoma of the Head and Neck,COMPLETED,1997-10,ADULT OLDER_ADULT,Head and Neck Cancer,TREATMENT,"cisplatin, gemcitabine hydrochloride","Unknown, Unknown",INTERVENTIONAL,PHASE2,Unknown,Head and Neck Neoplasms,PHASE2,"cisplatin, gemcitabine hydrochloride",COMPLETED,1
258597,European Organisation for Research and Treatment of Cancer - EORTC,NETWORK,SPONSOR,Pazopanib Hydrochloride or a Placebo in Treating Patients With Non-Small Cell Lung Cancer Who Have Received First-Line Chemotherapy,"Double Blind Randomized Phase III Study of Maintenance Pazopanib Versus Placebo in NSCLC Patients Non Progressive After First Line Chemotherapy. MAPPING, an EORTC Lung Group Study.",TERMINATED,2011-07,ADULT OLDER_ADULT,Lung Cancer,TREATMENT,"pazopanib hydrochloride, laboratory biomarker analysis, pharmacogenomic studies, pharmacological study, quality-of-life assessment","Unknown, Unknown, Unknown, Unknown, Unknown",INTERVENTIONAL,"PHASE2, PHASE3",Overall survival,Lung Neoplasms,"PHASE2, PHASE3","pazopanib hydrochloride, laboratory biomarker analysis, pharmacogenomic studies, pharmacological study, quality-of-life assessment",TERMINATED,0
258693,National Taiwan University Hospital,OTHER,SPONSOR,Effects of Nonintubated Versus Intubated General Anesthesia on Recovery After Thoracoscopic Lung Resection,Effects of Nonintubated Versus Intubated General Anesthesia on Recovery After Thoracoscopic Lung Resection: A Prospective Randomized Trial,UNKNOWN,2015-03,ADULT OLDER_ADULT,Lung Neoplasms,TREATMENT,"propofol, bupivacaine, sevoflurane, rocuronium","Nonintubated technique for thoracoscopic surgery using propofol infusion, intercostal and vagal blocks with bupivacaine infiltrations., Conventional intubated general anesthesia for thoracoscopic surgery using sevoflurane and rocuronium, and tracheal intubation with a double-lumen tube or a endobronchial blocker.",INTERVENTIONAL,"PHASE2, PHASE3",Postoperative Quality of Recovery Scale (PQRS),Lung Neoplasms,"PHASE2, PHASE3","propofol, bupivacaine, sevoflurane, rocuronium",UNKNOWN,0
259052,National Cancer Institute (NCI),NIH,Unknown,Interferon Alfa With or Without Thalidomide in Treating Patients With Metastatic Kidney Cancer,Interferon Alpha In Combination With Thalidomide In The Treatment Of Metastatic Renal Cell Carcinoma A Randomized Phase II Study,UNKNOWN,2001-02,ADULT OLDER_ADULT,Kidney Cancer,TREATMENT,"recombinant interferon alfa, thalidomide","Unknown, Unknown",INTERVENTIONAL,PHASE2,Safety Toxicity Response rate Anti-angiogenic effect Quality of life,"Kidney Neoplasms Carcinoma, Renal Cell",PHASE2,"recombinant interferon alfa, thalidomide",COMPLETED,1
